name,id,max_float,min_float,crates,rarity,weapon,stattrack,collections
★ Hand Wraps | Spruce DDPAT,skin-e757fd7191f9,0.8,0.06,"['crate-4288', 'crate-4352']",Extraordinary,Hand Wraps,False,[]
★ Paracord Knife | Slaughter,skin-f04f7388bd8b,0.26,0.01,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Tiger Tooth,skin-acdbb8faedd8,0.08,0.0,['crate-7007'],Covert,Paracord Knife,True,[]
★ Paracord Knife | Blue Steel,skin-f4f90ddca20f,1.0,0.0,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Damascus Steel,skin-a122a0880e40,0.5,0.0,['crate-7007'],Covert,Paracord Knife,True,[]
★ Paracord Knife | Stained,skin-994b6de08816,1.0,0.0,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Case Hardened,skin-a2cf1326f061,1.0,0.0,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Rust Coat,skin-ae299cc4bbbc,1.0,0.4,['crate-7007'],Covert,Paracord Knife,True,[]
★ Paracord Knife | Forest DDPAT,skin-f1ce06c34b2f,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Boreal Forest,skin-e9e62a04a708,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Crimson Web,skin-10be04255ea2,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Ultraviolet,skin-2589a76eb449,0.8,0.06,['crate-7007'],Covert,Paracord Knife,True,[]
★ Paracord Knife | Scorched,skin-316c9f6c4675,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Safari Mesh,skin-50d62bccb9a1,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Night Stripe,skin-72c748b5dc30,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Paracord Knife | Urban Masked,skin-252dd6c23b7d,0.8,0.06,"['crate-4620', 'crate-4698']",Covert,Paracord Knife,True,[]
★ Classic Knife | Fade,skin-7997ad94608a,0.08,0.0,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Slaughter,skin-04079b605b66,0.26,0.01,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Blue Steel,skin-13ba1eb95418,1.0,0.0,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Stained,skin-a0f65fc7111e,1.0,0.0,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Case Hardened,skin-1b7d2e83fc9d,1.0,0.0,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Forest DDPAT,skin-279a628a0640,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Boreal Forest,skin-dda379bcb54d,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Crimson Web,skin-8948fc158b43,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Scorched,skin-99cb4b0990ff,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Safari Mesh,skin-0f5c27c19d6c,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Night Stripe,skin-c01477fd7202,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Classic Knife | Urban Masked,skin-2183cb482dfc,0.8,0.06,['crate-4669'],Covert,Classic Knife,True,[]
★ Falchion Knife | Fade,skin-eb63179edd1a,0.08,0.0,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-17a57bfea011,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-01c43b6ae7d3,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-7f6c571d7493,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-b2a571ffd94e,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-f76fab053a4b,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Gamma Doppler,skin-58bc8f68c5c5,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Gamma Doppler,skin-2a9f7e4a7488,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Gamma Doppler,skin-93c5b33b1339,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Gamma Doppler,skin-21b617e52f11,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Gamma Doppler,skin-a8abba3dbbc6,0.08,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Marble Fade,skin-cee45806a6bf,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Freehand,skin-304836c1ae32,0.48,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-04fb5d07991f,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Doppler,skin-4376543d7181,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Slaughter,skin-a0e461882742,0.26,0.01,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Tiger Tooth,skin-b5876a624edd,0.08,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Blue Steel,skin-c8bb6eea54ce,1.0,0.0,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Damascus Steel,skin-ee8e81caeed3,0.5,0.0,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Stained,skin-964697eb04aa,1.0,0.0,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Case Hardened,skin-71054caf38d9,1.0,0.0,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Rust Coat,skin-7ab6b7fb14f9,1.0,0.4,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Lore,skin-b4a0958b4598,0.65,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Autotronic,skin-59007a308f00,0.85,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Black Laminate,skin-6ee6e5801ff3,1.0,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Forest DDPAT,skin-dede85df9a84,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Boreal Forest,skin-fb5e005d141e,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Bright Water,skin-59794e3e53ad,0.5,0.0,"['crate-4790', 'crate-4818']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Crimson Web,skin-5a6cdbf82422,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Night,skin-885343b7fb09,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Ultraviolet,skin-2efdd1c3c3ba,0.8,0.06,"['crate-4351', 'crate-4403']",Covert,Falchion Knife,True,[]
★ Falchion Knife | Scorched,skin-7f7d7a3fc401,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Safari Mesh,skin-49c24c94aee8,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Falchion Knife | Urban Masked,skin-cf6cfe477f08,0.8,0.06,['crate-4091'],Covert,Falchion Knife,True,[]
★ Flip Knife | Fade,skin-c414cd2f0b52,0.08,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-90511e74f417,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-42475fda0b01,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-cdee260faab7,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-f6818bb7cb50,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-fe0c683eb115,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Gamma Doppler,skin-3d89f1fbeff4,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Gamma Doppler,skin-ef3b101f525b,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Gamma Doppler,skin-c7719cc84562,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Gamma Doppler,skin-86a655f8f525,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Gamma Doppler,skin-ade57110a03a,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Marble Fade,skin-c6d244df9c44,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Freehand,skin-546d3bfe8243,0.48,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-55c076549857,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Doppler,skin-513cb8f9233c,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Slaughter,skin-66d8b7a8bda6,0.26,0.01,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Tiger Tooth,skin-7a40ba207ae9,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Blue Steel,skin-202cf7145f74,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Damascus Steel,skin-2c8f433e1746,0.5,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Stained,skin-1b555a34a243,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Case Hardened,skin-3196a307017b,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Rust Coat,skin-57b42777d395,1.0,0.4,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Lore,skin-eaed0ca35456,0.65,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Black Laminate,skin-4033ec4a42d7,1.0,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Autotronic,skin-0b3d583b0443,0.85,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Forest DDPAT,skin-a0b0805f9c1d,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Boreal Forest,skin-765df44f120e,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Bright Water,skin-5e8c819037fe,0.5,0.0,"['crate-4236', 'crate-4281']",Covert,Flip Knife,True,[]
★ Flip Knife | Crimson Web,skin-5bda95544824,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Night,skin-ba43884c26b8,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Ultraviolet,skin-6bfda02174ab,0.8,0.06,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Flip Knife,True,[]
★ Flip Knife | Scorched,skin-569f95a6f7ce,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Safari Mesh,skin-60b115694045,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Flip Knife | Urban Masked,skin-8ac1f3907102,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Flip Knife,True,[]
★ Gut Knife | Fade,skin-dc8b0d73c0e6,0.08,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-acfbb1341406,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-03613511fcf8,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-f489e258578a,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-a07dad6154a3,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-9ab6bdaf448a,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Gamma Doppler,skin-09f3db24ac92,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Gamma Doppler,skin-269da039cfd1,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Gamma Doppler,skin-1293e75e74a2,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Gamma Doppler,skin-0b5970739187,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Gamma Doppler,skin-5ae9fd916f90,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Marble Fade,skin-a5ee841493d7,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Freehand,skin-148940445bd3,0.48,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-83fcea8883e0,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Doppler,skin-9bd22462a312,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Slaughter,skin-9505695d72d4,0.26,0.01,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Tiger Tooth,skin-bd3422fa907e,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Blue Steel,skin-56da0f69874d,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Damascus Steel,skin-3d2819b666d2,0.5,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Stained,skin-0193aa320ffe,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Case Hardened,skin-5fe88d3459a1,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Rust Coat,skin-432c5e3957be,1.0,0.4,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Lore,skin-3dc72614017d,0.65,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Black Laminate,skin-c29bbccdc2db,1.0,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Autotronic,skin-15218dde9913,0.85,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Forest DDPAT,skin-1e6bf3fc8157,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Boreal Forest,skin-f02460b450ee,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Bright Water,skin-9d2b852515e0,0.5,0.0,"['crate-4236', 'crate-4281']",Covert,Gut Knife,True,[]
★ Gut Knife | Crimson Web,skin-7504048c7e1c,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Night,skin-4dc9191ed25b,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Ultraviolet,skin-9f78ed49c640,0.8,0.06,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Gut Knife,True,[]
★ Gut Knife | Scorched,skin-6d584fd9f141,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Safari Mesh,skin-69e941b17b76,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Gut Knife | Urban Masked,skin-5ce8a8a7844a,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Gut Knife,True,[]
★ Navaja Knife | Fade,skin-b9e7dc445655,0.08,0.0,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-421f3e2d130e,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-4e17eeb9fc32,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-28ec68da4fc8,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-9feb3ee16e35,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-8642c0d90b76,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Marble Fade,skin-39fd7c139081,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-3b5885a4c77d,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Doppler,skin-b790da07f599,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Slaughter,skin-4facadf19ddb,0.26,0.01,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Tiger Tooth,skin-f69247021864,0.08,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Blue Steel,skin-536904f0cf99,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Damascus Steel,skin-ac868740ad5b,0.5,0.0,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Stained,skin-9be2a16f0d99,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Case Hardened,skin-d3e9d06ca1c0,1.0,0.0,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Rust Coat,skin-7a113ccd4c2e,1.0,0.4,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Forest DDPAT,skin-8a222aaedec8,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Boreal Forest,skin-c2d700bf69aa,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Crimson Web,skin-8a6e4435f652,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Ultraviolet,skin-272730bdda4c,0.8,0.06,"['crate-4598', 'crate-4695']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Scorched,skin-33a49c36fa74,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Safari Mesh,skin-884cb5d4bb22,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Night Stripe,skin-a478cdeae1a7,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Navaja Knife | Urban Masked,skin-3d4e243e5850,0.8,0.06,"['crate-4482', 'crate-4548']",Covert,Navaja Knife,True,[]
★ Karambit | Fade,skin-657a59e6566b,0.08,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Karambit,True,[]
★ Karambit | Doppler,skin-525ac56c082c,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Karambit,True,[]
★ Karambit | Doppler,skin-a7465b45d267,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Karambit,True,[]
★ Karambit | Doppler,skin-e7fd9a1907bb,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Karambit,True,[]
